student_id,age,gender,region,parent_education,average_grade,absenteeism_rate,assignments_submitted,moodle_hours,forum_posts,satisfaction_score,dropout,gender_encoded,region_encoded,parent_education_encoded,dropout_encoded,cluster
3101,32,Male,Lome,Primary,9.77,17.46,91.1,17.99,1,2.0,No,1,3,1,0,1
3102,27,Male,Notse,Secondary,18.06,31.43,75.79,1.49,3,8.4,Yes,1,4,2,1,1
3103,29,Female,Tsevie,Secondary,7.47,22.2,91.89,6.75,4,8.8,Yes,0,6,2,1,0
3104,34,Male,Notse,Primary,11.25,14.19,65.65,15.18,4,6.0,No,1,4,1,0,1
3105,27,Male,Lome,,11.95,25.44,75.75,10.8,3,4.8,No,1,3,3,0,1
3106,28,Male,Sokode,Secondary,12.96,26.61,71.53,0.05,4,4.7,Yes,1,5,2,1,1
3107,22,Female,Kara,Secondary,7.51,8.4,99.2,15.49,3,6.9,Yes,0,2,2,1,3
3108,25,Female,Atakpame,Secondary,12.52,24.63,87.81,28.94,7,9.2,No,0,0,2,0,0
3109,32,Female,Notse,Secondary,6.94,12.78,75.72,12.2,5,9.2,Yes,0,4,2,1,3
3110,20,Male,Tsevie,Primary,12.29,13.97,76.4,20.87,3,8.1,No,1,6,1,0,1
3111,19,Female,Tsevie,Secondary,10.04,16.43,54.93,4.48,4,4.2,Yes,0,6,2,1,3
3112,32,Female,Dapaong,Higher,9.4,11.19,84.09,4.32,2,4.6,Yes,0,1,0,1,2
3113,28,Male,Kara,Primary,14.5,10.65,98.97,3.87,4,7.5,No,1,2,1,0,2
3114,27,Female,Kara,Secondary,11.29,24.85,47.77,13.28,2,7.2,No,0,2,2,0,0
3115,21,Male,Kara,Secondary,13.42,0.0,78.24,28.48,4,9.3,No,1,2,2,0,1
3116,34,Male,Notse,Secondary,13.52,4.38,71.07,21.66,5,8.1,No,1,4,2,0,1
3117,22,Female,Lome,Primary,15.81,21.75,91.02,1.63,1,9.8,No,0,3,1,0,0
3118,34,Male,Sokode,Higher,8.38,14.27,40.0,9.84,2,3.0,Yes,1,5,0,1,2
3119,22,Male,Notse,Secondary,14.76,24.92,48.2,55.11,3,9.3,No,1,4,2,0,1
3120,20,Male,Atakpame,Higher,12.05,18.58,42.22,3.5,2,9.8,Yes,1,0,0,1,2
3121,28,Male,Lome,Primary,10.87,1.66,49.78,10.07,3,9.1,No,1,3,1,0,2
3122,18,Male,Notse,Secondary,8.55,15.63,82.48,23.71,4,2.3,Yes,1,4,2,1,1
3123,33,Male,Sokode,Secondary,13.82,20.35,48.38,22.98,2,9.5,No,1,5,2,0,1
3124,27,Female,Kara,Primary,9.23,17.34,77.34,3.88,5,7.8,Yes,0,2,1,1,0
3125,27,Male,Sokode,Primary,13.55,10.32,92.09,0.99,5,4.3,No,1,5,1,0,2
3126,32,Male,Lome,Secondary,17.78,12.26,42.08,10.38,4,5.1,No,1,3,2,0,1
3127,18,Male,Notse,,14.94,9.4,41.61,29.37,4,1.6,No,1,4,3,0,1
3128,18,Male,Kara,Secondary,16.17,1.75,99.39,7.09,2,4.7,Yes,1,2,2,1,1
3129,24,Female,Notse,,9.84,0.37,80.4,6.12,2,3.2,Yes,0,4,3,1,3
3130,29,Female,Lome,Primary,14.29,18.9,48.44,19.95,4,7.5,No,0,3,1,0,0
3131,26,Male,Atakpame,Secondary,8.57,6.29,58.4,5.53,1,6.1,Yes,1,0,2,1,1
3132,24,Female,Kara,,11.3,20.76,99.1,11.42,2,9.4,No,0,2,3,0,3
3133,20,Male,Sokode,Higher,17.22,9.05,53.63,4.92,5,6.6,No,1,5,0,0,2
3134,31,Male,Lome,Higher,10.18,1.87,85.17,4.73,2,8.0,Yes,1,3,0,1,2
3135,17,Male,Dapaong,Secondary,15.33,10.92,54.47,2.08,3,8.3,No,1,1,2,0,1
3136,27,Male,Sokode,Higher,15.05,35.94,63.91,0.93,1,1.6,Yes,1,5,0,1,2
3137,23,Female,Sokode,Higher,15.22,14.04,92.84,21.64,6,8.4,No,0,5,0,0,0
3138,33,Female,Kara,Primary,8.2,21.46,41.71,2.0,1,2.5,Yes,0,2,1,1,3
3139,34,Male,Notse,Higher,13.58,16.69,58.43,0.64,1,3.0,Yes,1,4,0,1,2
3140,28,Male,Tsevie,Primary,11.53,0.95,69.23,8.73,3,5.5,No,1,6,1,0,2
3141,25,Female,Sokode,Secondary,15.27,29.49,77.53,7.9,2,5.2,No,0,5,2,0,0
3142,21,Female,Lome,Secondary,7.03,12.52,41.69,8.39,3,9.6,Yes,0,3,2,1,3
3143,26,Male,Dapaong,Secondary,13.1,1.89,64.64,6.31,2,5.0,No,1,1,2,0,1
3144,20,Female,Atakpame,,12.68,9.88,60.66,1.53,2,4.8,Yes,0,0,3,1,3
3145,21,Male,Dapaong,Primary,6.03,12.94,41.61,0.21,2,8.4,Yes,1,1,1,1,2
3146,26,Female,Lome,Secondary,9.34,22.49,61.32,0.48,4,3.6,Yes,0,3,2,1,3
3147,27,Female,Kara,Primary,6.51,8.19,95.9,28.67,8,8.2,No,0,2,1,0,0
3148,26,Female,Lome,Secondary,9.82,41.2,56.48,7.59,0,3.2,No,0,3,2,0,0
3149,24,Female,Tsevie,Secondary,13.65,5.63,75.14,5.1,4,4.6,Yes,0,6,2,1,3
3150,18,Male,Tsevie,Primary,12.59,21.12,57.89,5.29,6,9.2,No,1,6,1,0,2
3151,24,Male,Tsevie,Primary,12.51,0.0,46.4,10.56,0,5.3,Yes,1,6,1,1,2
3152,32,Female,Sokode,Secondary,8.88,13.76,57.38,4.73,5,9.4,Yes,0,5,2,1,3
3153,21,Male,Kara,Secondary,15.36,18.67,68.25,15.92,2,4.4,Yes,1,2,2,1,1
3154,19,Female,Notse,Primary,11.94,3.8,57.77,3.01,2,1.8,No,0,4,1,0,3
3155,28,Female,Tsevie,Primary,12.1,29.99,77.45,4.58,6,7.9,No,0,6,1,0,0
3156,29,Male,Notse,Primary,14.82,19.34,96.95,27.33,5,3.2,Yes,1,4,1,1,1
3157,29,Male,Atakpame,Primary,9.03,11.82,44.16,3.01,3,7.7,Yes,1,0,1,1,2
3158,26,Male,Atakpame,Secondary,12.69,19.24,83.02,10.83,4,6.2,Yes,1,0,2,1,1
3159,20,Female,Notse,Secondary,13.27,9.07,40.08,4.53,1,9.8,No,0,4,2,0,3
3160,25,Male,Lome,Secondary,10.36,27.51,40.06,6.37,2,4.8,No,1,3,2,0,1
3161,18,Male,Tsevie,Higher,13.96,25.15,47.98,0.46,1,9.1,No,1,6,0,0,2
3162,17,Male,Sokode,Primary,13.43,18.73,68.8,1.83,1,7.5,No,1,5,1,0,2
3163,23,Male,Atakpame,Secondary,11.7,21.12,42.88,1.07,5,2.3,Yes,1,0,2,1,1
3164,33,Female,Dapaong,Secondary,11.6,0.23,83.33,18.62,7,7.4,No,0,1,2,0,3
3165,19,Female,Kara,Secondary,13.57,29.67,41.76,32.62,3,6.7,Yes,0,2,2,1,0
3166,19,Female,Dapaong,Secondary,14.37,14.01,69.73,0.7,3,9.8,No,0,1,2,0,3
3167,19,Female,Notse,Secondary,12.19,25.25,80.57,0.8,2,5.1,No,0,4,2,0,3
3168,33,Female,Atakpame,Secondary,15.36,22.5,54.25,8.03,5,6.0,Yes,0,0,2,1,0
3169,23,Female,Atakpame,,13.98,25.1,74.76,7.01,2,7.4,No,0,0,3,0,3
3170,30,Female,Lome,Secondary,6.63,4.52,55.71,10.51,3,6.5,Yes,0,3,2,1,3
3171,33,Male,Lome,Secondary,7.79,5.8,52.85,13.35,3,6.5,Yes,1,3,2,1,1
3172,34,Female,Tsevie,Higher,15.55,37.48,89.1,15.96,5,5.1,No,0,6,0,0,0
3173,29,Female,Notse,Secondary,11.26,0.0,59.97,1.61,2,7.9,No,0,4,2,0,3
3174,34,Female,Kara,Secondary,12.49,4.02,88.84,0.39,7,1.1,No,0,2,2,0,3
3175,20,Female,Tsevie,Secondary,15.42,15.43,53.01,22.0,1,2.4,No,0,6,2,0,3
3176,17,Male,Lome,Higher,11.98,15.45,61.35,6.34,2,8.7,No,1,3,0,0,2
3177,34,Female,Sokode,Higher,12.11,9.6,46.16,35.49,3,9.4,No,0,5,0,0,0
3178,17,Female,Kara,Secondary,9.39,21.16,69.79,7.61,4,7.6,Yes,0,2,2,1,3
3179,29,Male,Sokode,Secondary,13.11,24.02,62.9,7.13,0,2.4,Yes,1,5,2,1,1
3180,26,Female,Tsevie,,13.76,14.82,40.36,9.75,4,6.2,No,0,6,3,0,3
3181,27,Female,Lome,Secondary,10.27,12.32,67.89,1.87,5,3.5,No,0,3,2,0,3
3182,25,Female,Kara,Secondary,9.23,14.78,44.46,2.93,4,6.1,Yes,0,2,2,1,3
3183,25,Female,Tsevie,Secondary,19.88,10.03,90.22,23.62,2,2.8,Yes,0,6,2,1,3
3184,21,Female,Atakpame,Primary,11.72,0.0,69.62,2.39,3,2.2,No,0,0,1,0,3
3185,17,Female,Tsevie,Secondary,9.95,18.01,81.4,2.65,3,2.7,Yes,0,6,2,1,3
3186,33,Female,Notse,Primary,14.12,22.66,89.27,7.13,3,9.0,No,0,4,1,0,0
3187,18,Male,Dapaong,Secondary,11.85,13.46,43.07,10.25,2,1.5,No,1,1,2,0,1
3188,29,Male,Atakpame,Primary,8.74,0.0,60.23,0.01,2,1.3,No,1,0,1,0,2
3189,25,Female,Sokode,Secondary,13.45,9.28,41.51,6.1,1,2.7,Yes,0,5,2,1,3
3190,20,Male,Atakpame,Primary,9.44,24.06,42.98,5.09,2,6.1,No,1,0,1,0,2
3191,21,Female,Tsevie,,16.73,0.62,42.27,20.07,4,1.8,No,0,6,3,0,3
3192,27,Male,Atakpame,Secondary,13.48,21.96,68.67,18.31,1,5.7,No,1,0,2,0,1
3193,19,Female,Dapaong,Primary,11.17,10.55,67.04,23.64,6,7.5,No,0,1,1,0,0
3194,28,Male,Notse,Secondary,12.33,14.81,43.67,18.45,3,5.9,No,1,4,2,0,1
3195,29,Female,Tsevie,Higher,14.71,8.14,55.74,15.45,2,7.9,No,0,6,0,0,0
3196,23,Male,Dapaong,Higher,12.56,3.64,54.67,19.59,2,5.7,No,1,1,0,0,2
3197,31,Male,Atakpame,Primary,18.37,29.34,57.8,1.92,2,1.8,Yes,1,0,1,1,1
3198,23,Female,Dapaong,Higher,15.41,23.16,78.45,4.17,3,7.0,Yes,0,1,0,1,0
3199,24,Female,Atakpame,Primary,13.46,21.45,81.82,11.51,2,3.9,No,0,0,1,0,0
3200,21,Male,Kara,Higher,9.19,24.09,60.34,25.66,4,5.7,Yes,1,2,0,1,2
3201,30,Male,Atakpame,Secondary,11.56,20.03,87.29,10.99,3,10.0,No,1,0,2,0,1
3202,20,Female,Lome,,13.44,24.44,65.07,2.33,4,3.5,Yes,0,3,3,1,3
3203,26,Male,Dapaong,Secondary,9.53,8.36,71.34,28.94,2,8.4,Yes,1,1,2,1,1
3204,31,Female,Notse,Primary,15.88,28.78,48.73,14.29,1,6.1,No,0,4,1,0,0
3205,34,Male,Dapaong,Secondary,9.08,27.88,53.97,12.61,3,9.2,Yes,1,1,2,1,1
3206,29,Male,Sokode,Secondary,10.09,18.8,83.65,14.38,3,9.2,No,1,5,2,0,1
3207,24,Female,Notse,Secondary,10.31,12.12,98.62,10.76,2,7.4,No,0,4,2,0,3
3208,25,Female,Notse,Secondary,14.23,2.76,82.28,0.22,4,3.7,Yes,0,4,2,1,3
3209,32,Female,Sokode,Higher,9.59,17.29,43.25,2.93,4,9.6,Yes,0,5,0,1,0
3210,32,Male,Lome,Higher,6.6,31.85,48.57,31.37,2,8.5,Yes,1,3,0,1,0
3211,23,Male,Dapaong,Secondary,15.26,3.39,66.75,3.41,2,9.7,Yes,1,1,2,1,1
3212,30,Male,Notse,Secondary,10.67,25.18,83.95,14.77,2,9.7,No,1,4,2,0,1
3213,30,Female,Dapaong,Higher,8.79,10.29,49.96,5.52,1,5.0,Yes,0,1,0,1,2
3214,20,Male,Notse,Higher,9.74,11.14,85.05,23.81,2,1.9,No,1,4,0,0,2
3215,31,Male,Sokode,,17.15,3.25,73.35,8.16,4,5.6,Yes,1,5,3,1,1
3216,19,Female,Sokode,Primary,10.03,7.48,86.47,9.99,5,2.1,No,0,5,1,0,3
3217,21,Male,Atakpame,Primary,11.63,21.47,73.46,2.74,6,5.4,No,1,0,1,0,2
3218,17,Male,Tsevie,Secondary,10.66,22.71,76.15,0.59,1,5.9,No,1,6,2,0,1
3219,19,Female,Dapaong,Primary,8.3,17.36,54.92,14.13,2,6.2,Yes,0,1,1,1,3
3220,31,Female,Dapaong,Secondary,9.77,9.99,83.21,0.7,1,1.1,Yes,0,1,2,1,3
3221,24,Female,Notse,Secondary,8.1,3.96,90.64,12.79,2,8.7,Yes,0,4,2,1,3
3222,20,Female,Atakpame,Secondary,14.87,15.62,92.28,8.11,1,5.1,No,0,0,2,0,3
3223,18,Female,Dapaong,Secondary,12.3,11.35,41.77,17.15,6,7.4,No,0,1,2,0,3
3224,26,Female,Notse,,19.45,17.11,77.48,2.3,5,2.0,Yes,0,4,3,1,3
3225,20,Female,Lome,Higher,9.87,11.79,99.37,7.8,2,7.7,No,0,3,0,0,2
3226,19,Female,Sokode,Higher,9.42,12.04,75.21,9.52,2,5.0,No,0,5,0,0,2
3227,18,Female,Sokode,Secondary,16.6,16.59,50.28,0.77,1,7.7,No,0,5,2,0,3
3228,33,Male,Tsevie,Higher,15.17,18.52,92.66,13.43,4,9.3,Yes,1,6,0,1,2
3229,29,Female,Sokode,Primary,13.15,27.24,55.86,4.93,4,7.6,No,0,5,1,0,0
3230,21,Female,Kara,Secondary,8.66,11.63,42.7,1.38,7,6.5,Yes,0,2,2,1,3
3231,25,Male,Lome,Primary,17.23,20.45,65.83,4.89,5,7.4,No,1,3,1,0,1
3232,22,Female,Lome,Secondary,11.78,33.04,46.02,1.03,6,7.7,Yes,0,3,2,1,0
3233,21,Male,Atakpame,Primary,10.71,20.72,46.91,21.89,2,5.5,No,1,0,1,0,2
3234,26,Male,Kara,Secondary,15.43,26.64,67.8,6.1,4,8.5,No,1,2,2,0,1
3235,24,Female,Dapaong,Primary,11.93,8.79,76.76,1.49,0,6.0,No,0,1,1,0,3
3236,23,Male,Tsevie,Secondary,8.5,7.8,94.32,2.9,2,6.7,Yes,1,6,2,1,1
3237,23,Female,Lome,Primary,12.12,13.41,82.32,12.9,2,4.8,Yes,0,3,1,1,3
3238,22,Female,Kara,Higher,9.66,14.47,90.56,15.42,1,9.6,Yes,0,2,0,1,0
3239,19,Male,Kara,Secondary,2.97,25.71,64.71,0.42,2,5.6,Yes,1,2,2,1,1
3240,31,Male,Notse,Primary,9.35,7.7,59.12,0.62,2,2.9,Yes,1,4,1,1,2
3241,20,Male,Lome,Primary,10.42,14.11,75.57,24.91,4,3.9,No,1,3,1,0,2
3242,28,Female,Notse,Higher,8.53,25.75,81.73,4.02,4,2.3,Yes,0,4,0,1,0
3243,22,Female,Atakpame,Primary,13.73,17.16,74.1,2.15,2,2.1,Yes,0,0,1,1,3
3244,20,Male,Kara,Secondary,9.67,14.89,55.87,1.31,3,9.4,Yes,1,2,2,1,1
3245,31,Female,Sokode,Secondary,13.44,17.38,62.18,6.46,2,7.0,No,0,5,2,0,3
3246,25,Female,Kara,Primary,8.3,3.72,66.9,14.74,2,1.0,No,0,2,1,0,3
3247,21,Male,Dapaong,Primary,14.73,3.56,40.85,7.36,2,8.3,No,1,1,1,0,2
3248,29,Male,Lome,Secondary,8.17,0.0,92.79,0.21,2,5.8,Yes,1,3,2,1,1
3249,34,Male,Dapaong,Primary,4.98,17.07,70.68,6.61,5,2.0,Yes,1,1,1,1,2
3250,21,Male,Atakpame,Primary,15.71,24.19,85.06,3.73,1,5.1,No,1,0,1,0,2
3251,32,Male,Tsevie,,9.43,22.66,50.31,11.48,1,4.3,Yes,1,6,3,1,1
3252,30,Male,Sokode,Primary,17.27,26.44,73.4,7.41,4,3.9,Yes,1,5,1,1,1
3253,32,Male,Lome,Primary,13.69,29.54,95.57,33.62,1,5.2,No,1,3,1,0,1
3254,31,Male,Kara,Higher,14.37,16.45,52.86,9.12,2,6.8,Yes,1,2,0,1,2
3255,20,Male,Sokode,Secondary,15.14,14.35,60.75,10.01,2,5.8,No,1,5,2,0,1
3256,23,Male,Kara,Secondary,12.34,29.76,63.3,7.34,4,3.5,Yes,1,2,2,1,1
3257,32,Female,Atakpame,,12.37,7.99,63.0,3.73,2,7.5,No,0,0,3,0,3
3258,24,Female,Tsevie,Primary,15.84,3.21,76.04,9.96,4,9.9,No,0,6,1,0,3
3259,33,Male,Lome,Higher,12.33,11.61,63.63,4.05,1,9.7,No,1,3,0,0,2
3260,32,Female,Atakpame,Secondary,9.82,10.44,80.44,12.64,1,10.0,Yes,0,0,2,1,3
3261,26,Female,Atakpame,Primary,13.76,15.48,69.07,2.7,1,5.4,No,0,0,1,0,3
3262,26,Female,Tsevie,Secondary,5.66,6.5,49.46,4.58,4,1.4,Yes,0,6,2,1,3
3263,18,Female,Atakpame,Secondary,15.96,18.7,96.91,8.76,4,7.6,No,0,0,2,0,3
3264,25,Female,Atakpame,Higher,16.02,9.31,54.37,9.9,4,7.0,No,0,0,0,0,0
3265,33,Female,Kara,,15.59,27.28,73.75,11.04,3,9.7,No,0,2,3,0,0
3266,27,Male,Notse,Secondary,15.48,3.05,43.64,12.05,4,4.3,Yes,1,4,2,1,1
3267,26,Male,Dapaong,Secondary,11.75,13.61,95.12,3.83,4,9.9,No,1,1,2,0,1
3268,33,Female,Kara,Higher,11.68,11.65,95.68,22.31,4,1.6,No,0,2,0,0,0
3269,20,Female,Tsevie,Higher,8.31,17.31,61.87,0.3,4,4.2,Yes,0,6,0,1,2
3270,32,Male,Sokode,Primary,17.24,24.27,47.26,2.09,4,7.7,No,1,5,1,0,1
3271,31,Female,Tsevie,Secondary,10.54,17.66,86.2,0.73,0,6.5,No,0,6,2,0,3
3272,21,Female,Tsevie,Secondary,13.02,13.71,55.74,11.13,1,2.9,Yes,0,6,2,1,3
3273,22,Female,Tsevie,Secondary,12.76,21.91,82.04,3.2,2,4.2,Yes,0,6,2,1,3
3274,33,Female,Tsevie,Higher,7.98,23.43,94.91,2.22,1,2.5,No,0,6,0,0,0
3275,17,Female,Atakpame,Higher,6.77,17.69,75.41,6.55,2,10.0,Yes,0,0,0,1,0
3276,20,Male,Tsevie,,12.02,18.88,91.67,9.65,6,5.6,No,1,6,3,0,1
3277,33,Male,Sokode,Primary,10.64,21.47,53.48,9.66,2,8.8,No,1,5,1,0,1
3278,25,Female,Tsevie,Secondary,11.73,0.0,94.63,8.15,5,4.5,Yes,0,6,2,1,3
3279,18,Male,Kara,Primary,15.2,11.49,53.6,48.27,1,3.2,Yes,1,2,1,1,2
3280,24,Female,Atakpame,,12.67,18.76,53.55,19.68,3,5.4,No,0,0,3,0,3
3281,31,Female,Kara,Secondary,14.28,12.08,92.79,2.73,2,7.9,No,0,2,2,0,3
3282,23,Female,Atakpame,Higher,13.34,12.12,73.29,14.22,5,9.2,No,0,0,0,0,0
3283,22,Female,Kara,Primary,11.05,18.75,87.97,8.42,1,2.7,Yes,0,2,1,1,3
3284,17,Female,Lome,Secondary,8.99,18.98,88.15,0.73,5,2.2,Yes,0,3,2,1,3
3285,31,Female,Dapaong,,12.79,19.67,78.82,0.51,1,2.4,Yes,0,1,3,1,3
3286,23,Female,Dapaong,Primary,12.25,7.08,51.34,16.08,3,3.7,Yes,0,1,1,1,3
3287,33,Female,Atakpame,Primary,14.75,0.82,81.53,7.87,4,6.4,No,0,0,1,0,3
3288,18,Female,Lome,,11.55,23.04,43.82,8.47,3,7.6,No,0,3,3,0,3
3289,25,Male,Sokode,Higher,11.11,7.58,52.04,4.1,6,4.3,Yes,1,5,0,1,2
3290,25,Female,Lome,Higher,11.31,6.88,78.57,26.64,2,9.3,No,0,3,0,0,0
3291,29,Male,Notse,Secondary,9.24,5.98,94.47,12.49,5,5.1,No,1,4,2,0,1
3292,22,Male,Atakpame,Primary,16.34,26.51,86.3,26.28,3,5.4,No,1,0,1,0,1
3293,22,Female,Lome,Secondary,15.42,17.12,59.95,1.05,5,9.0,No,0,3,2,0,3
3294,19,Male,Sokode,Primary,8.36,18.43,89.42,8.76,6,1.6,No,1,5,1,0,2
3295,33,Female,Atakpame,Primary,14.41,21.9,98.0,10.15,2,6.5,No,0,0,1,0,0
3296,33,Female,Dapaong,Secondary,6.46,14.58,59.92,1.35,1,6.0,Yes,0,1,2,1,3
3297,28,Female,Tsevie,Secondary,14.96,25.13,51.21,4.25,3,4.6,Yes,0,6,2,1,0
3298,32,Female,Lome,,9.91,3.03,51.85,2.42,3,4.9,Yes,0,3,3,1,3
3299,31,Male,Dapaong,Primary,13.08,4.14,64.02,41.64,2,7.2,No,1,1,1,0,1
3300,29,Male,Dapaong,Higher,6.21,3.59,43.14,7.84,3,6.1,No,1,1,0,0,2
3301,17,Female,Kara,Secondary,8.4,19.22,69.27,3.79,1,6.9,Yes,0,2,2,1,3
3302,33,Male,Sokode,Higher,13.41,20.06,83.94,10.92,0,5.0,No,1,5,0,0,2
3303,19,Male,Notse,Higher,9.9,10.27,71.83,10.77,2,4.6,Yes,1,4,0,1,2
3304,31,Male,Tsevie,Secondary,9.48,12.68,98.2,4.27,5,5.7,Yes,1,6,2,1,1
3305,20,Female,Lome,Primary,16.19,27.68,67.7,51.03,2,4.8,Yes,0,3,1,1,0
3306,20,Male,Dapaong,Secondary,18.63,8.06,40.8,16.55,3,8.6,No,1,1,2,0,1
3307,34,Male,Dapaong,Primary,14.81,17.95,68.21,5.11,2,8.8,No,1,1,1,0,1
3308,33,Male,Notse,Primary,8.72,8.14,95.79,10.79,2,1.7,Yes,1,4,1,1,2
3309,27,Female,Sokode,Secondary,17.29,25.96,45.75,12.4,4,1.5,Yes,0,5,2,1,0
3310,19,Male,Tsevie,Secondary,7.32,21.28,53.38,1.91,4,3.6,No,1,6,2,0,1
3311,24,Male,Tsevie,Primary,11.09,1.01,82.93,21.05,2,1.8,No,1,6,1,0,2
3312,30,Female,Notse,Secondary,12.16,12.39,57.65,17.49,4,5.9,Yes,0,4,2,1,3
3313,17,Male,Dapaong,Secondary,17.77,0.0,85.91,14.09,2,1.2,Yes,1,1,2,1,2
3314,30,Female,Dapaong,Primary,14.74,24.0,65.16,2.52,3,8.1,No,0,1,1,0,0
3315,18,Female,Dapaong,Primary,10.61,35.47,87.76,1.46,5,6.8,No,0,1,1,0,0
3316,20,Female,Dapaong,Primary,9.17,0.0,73.09,1.99,3,2.9,Yes,0,1,1,1,3
3317,22,Female,Kara,Primary,15.01,0.73,44.95,0.98,4,4.0,No,0,2,1,0,3
3318,17,Female,Kara,Secondary,10.4,16.67,63.17,28.18,0,3.8,Yes,0,2,2,1,3
3319,33,Female,Notse,Secondary,12.65,14.82,59.99,19.07,8,9.3,Yes,0,4,2,1,0
3320,24,Male,Tsevie,Secondary,7.89,10.89,88.6,0.95,1,9.0,Yes,1,6,2,1,1
3321,17,Female,Atakpame,,13.71,0.0,77.49,11.33,2,6.1,No,0,0,3,0,3
3322,21,Male,Lome,Primary,13.47,18.23,86.64,2.82,1,4.3,Yes,1,3,1,1,2
3323,32,Male,Sokode,Primary,8.28,23.88,62.33,0.17,2,5.2,No,1,5,1,0,1
3324,22,Female,Atakpame,Primary,15.09,43.47,81.5,3.46,3,6.1,No,0,0,1,0,0
3325,24,Male,Kara,Primary,13.66,28.07,43.91,5.8,4,5.4,No,1,2,1,0,1
3326,29,Male,Kara,Secondary,14.22,2.01,42.2,0.2,3,1.6,Yes,1,2,2,1,1
3327,32,Male,Kara,,10.86,14.88,57.25,3.91,2,5.2,No,1,2,3,0,1
3328,19,Female,Atakpame,Secondary,12.54,20.92,86.42,12.05,4,9.3,Yes,0,0,2,1,0
3329,28,Male,Kara,Secondary,12.19,8.12,72.05,2.59,0,4.7,Yes,1,2,2,1,1
3330,32,Male,Atakpame,Secondary,11.56,22.8,64.53,6.63,6,7.3,No,1,0,2,0,1
3331,27,Female,Kara,,12.51,22.03,93.8,21.86,3,10.0,No,0,2,3,0,3
3332,26,Male,Dapaong,Higher,15.77,27.37,69.84,0.29,5,6.0,No,1,1,0,0,2
3333,20,Male,Dapaong,Higher,15.22,23.02,76.8,15.4,1,5.4,No,1,1,0,0,2
3334,28,Male,Lome,Primary,8.45,17.85,99.15,4.84,2,3.4,No,1,3,1,0,2
3335,18,Female,Kara,Secondary,14.96,8.62,71.34,7.79,2,3.1,No,0,2,2,0,3
3336,21,Male,Notse,Higher,15.57,2.07,87.01,2.62,1,6.0,No,1,4,0,0,2
3337,24,Male,Lome,Secondary,11.55,17.19,64.83,8.65,1,7.1,No,1,3,2,0,1
3338,23,Female,Atakpame,Primary,13.53,10.96,42.18,13.12,0,4.9,Yes,0,0,1,1,3
3339,30,Female,Lome,Secondary,13.48,11.93,90.07,2.25,1,1.0,No,0,3,2,0,3
3340,19,Female,Kara,Secondary,9.45,26.22,96.66,4.2,1,6.0,Yes,0,2,2,1,3
3341,34,Male,Atakpame,Secondary,10.85,28.69,66.06,8.38,1,6.1,No,1,0,2,0,1
3342,32,Female,Notse,Higher,14.25,2.65,70.22,5.39,3,1.7,Yes,0,4,0,1,2
3343,34,Female,Atakpame,Secondary,10.51,12.9,65.45,3.47,2,1.9,Yes,0,0,2,1,3
3344,32,Female,Dapaong,Primary,14.93,10.67,99.81,6.01,3,3.7,No,0,1,1,0,3
3345,24,Male,Atakpame,Secondary,15.91,18.15,94.2,3.44,5,6.4,Yes,1,0,2,1,1
3346,17,Female,Atakpame,Secondary,15.43,0.0,42.47,3.59,2,2.6,No,0,0,2,0,3
3347,33,Female,Lome,Primary,17.94,0.39,86.74,9.43,2,4.1,Yes,0,3,1,1,3
3348,28,Female,Notse,Primary,11.73,13.83,76.05,6.48,3,2.3,Yes,0,4,1,1,3
3349,27,Female,Tsevie,Higher,12.53,22.86,41.51,11.3,5,4.0,Yes,0,6,0,1,0
3350,21,Female,Atakpame,Secondary,12.96,15.75,66.68,18.17,3,7.6,No,0,0,2,0,3
3351,28,Male,Sokode,Primary,11.82,21.72,48.98,28.64,3,4.4,Yes,1,5,1,1,1
3352,33,Male,Tsevie,Primary,13.63,16.97,92.38,1.64,2,8.4,No,1,6,1,0,1
3353,22,Female,Dapaong,Secondary,6.87,27.76,40.76,9.84,1,9.3,Yes,0,1,2,1,0
3354,17,Female,Notse,Secondary,12.61,29.86,92.39,8.73,2,3.8,Yes,0,4,2,1,0
3355,21,Female,Notse,Primary,7.87,7.4,96.45,20.17,1,6.6,Yes,0,4,1,1,3
3356,30,Male,Dapaong,Secondary,9.11,23.84,44.38,22.62,2,3.4,Yes,1,1,2,1,1
3357,21,Male,Atakpame,,14.2,20.08,83.19,14.29,3,6.1,No,1,0,3,0,1
3358,17,Male,Lome,Primary,11.4,40.05,72.93,9.05,2,2.1,Yes,1,3,1,1,1
3359,34,Male,Tsevie,Secondary,14.09,7.02,97.26,2.22,5,6.4,No,1,6,2,0,1
3360,32,Female,Dapaong,,11.34,13.83,87.89,3.24,3,2.6,No,0,1,3,0,3
3361,25,Female,Dapaong,Higher,15.32,4.68,81.66,9.23,5,4.5,Yes,0,1,0,1,2
3362,21,Female,Sokode,Primary,11.28,5.27,95.53,1.5,2,3.1,No,0,5,1,0,3
3363,18,Female,Atakpame,Secondary,6.14,18.86,49.62,2.03,1,8.2,Yes,0,0,2,1,3
3364,31,Male,Tsevie,Primary,12.68,17.06,62.56,24.24,3,2.6,Yes,1,6,1,1,1
3365,23,Female,Dapaong,Primary,5.49,20.41,90.58,31.31,2,9.7,Yes,0,1,1,1,0
3366,20,Male,Notse,Secondary,7.64,20.2,46.1,0.05,2,2.1,Yes,1,4,2,1,1
